Timestamp,TurnValue,ThrottleValue,SafetyValue,ModeValue,ForwardValue,StatusValue
2024-11-17 08:07:34,1504,0,0,0,0,0
2024-11-17 08:07:34,1504,990,0,0,0,0
2024-11-17 08:07:34,1504,990,1000,0,0,0
2024-11-17 08:07:34,1504,990,1000,0,1000,0
2024-11-17 08:07:34,1504,990,1000,0,1000,1000
2024-11-17 08:07:34,1505,990,1000,0,1000,1000
2024-11-17 08:07:34,1505,990,1000,0,1000,1000
2024-11-17 08:07:34,1505,990,1000,0,1000,1000
2024-11-17 08:07:34,1505,990,1000,0,1000,1000
2024-11-17 08:07:34,1505,990,1000,0,1000,1000
2024-11-17 08:07:35,1505,990,1000,0,1000,1000
2024-11-17 08:07:35,1505,990,1000,0,1000,1000
2024-11-17 08:07:35,1505,990,1000,0,1000,1000
2024-11-17 08:07:35,1505,990,1000,0,1000,1000
2024-11-17 08:07:35,1505,990,1000,0,1000,1000
2024-11-17 08:07:35,1505,990,1000,0,1000,1000
2024-11-17 08:07:35,1505,990,1000,0,1000,1000
2024-11-17 08:07:35,1505,990,1000,0,1000,1000
2024-11-17 08:07:35,1505,990,1000,0,1000,1000
2024-11-17 08:07:35,1505,990,1000,0,1000,1000
2024-11-17 08:07:36,1505,990,1000,0,1000,1000
2024-11-17 08:07:36,1505,990,1000,0,1000,1000
2024-11-17 08:07:36,1505,990,1000,0,1000,1000
2024-11-17 08:07:36,1505,990,1000,0,1000,1000
2024-11-17 08:07:36,1505,990,1000,0,1000,1000
2024-11-17 08:07:36,1505,990,1000,0,1000,1000
2024-11-17 08:07:36,1505,990,1000,0,1000,1000
2024-11-17 08:07:36,1505,990,1000,0,1000,1000
2024-11-17 08:07:36,1505,990,1000,0,1000,1000
2024-11-17 08:07:36,1505,990,1000,0,1000,1000
2024-11-17 08:07:37,1504,990,1000,0,1000,1000
2024-11-17 08:07:37,1504,990,1000,0,1000,1000
2024-11-17 08:07:37,1504,990,1000,0,1000,1000
2024-11-17 08:07:37,1504,990,1000,0,1000,1000
2024-11-17 08:07:37,1504,990,1000,0,1000,1000
2024-11-17 08:07:37,1504,990,1000,0,1000,1000
2024-11-17 08:07:38,1504,990,1000,0,1000,1000
2024-11-17 08:07:38,1504,990,1000,0,1000,1000
2024-11-17 08:07:38,1504,990,1000,0,1000,1000
2024-11-17 08:07:38,1504,990,1000,0,1000,1000
2024-11-17 08:07:38,1504,990,1000,0,1000,1000
2024-11-17 08:07:38,1504,990,1000,0,1000,1000
2024-11-17 08:07:38,1504,990,1000,0,1000,1000
2024-11-17 08:07:38,1504,990,1000,0,1000,1000
2024-11-17 08:07:38,1504,990,1000,0,1000,1000
2024-11-17 08:07:39,1504,990,1000,0,1000,1000
2024-11-17 08:07:39,1504,990,1000,0,1000,1000
2024-11-17 08:07:39,1504,990,1000,0,1000,1000
2024-11-17 08:07:39,1504,990,1000,0,1000,1000
2024-11-17 08:07:39,1504,990,1000,0,1000,1000
2024-11-17 08:07:39,1504,990,1000,0,1000,1000
2024-11-17 08:07:39,1504,990,1000,0,1000,1000
2024-11-17 08:07:39,1504,990,1000,0,1000,1000
2024-11-17 08:07:39,1504,990,1000,0,1000,1000
2024-11-17 08:07:39,1504,990,1000,0,1000,1000
2024-11-17 08:07:40,1505,990,1000,0,1000,1000
2024-11-17 08:07:40,1505,990,1000,0,1000,1000
2024-11-17 08:07:40,1505,990,1000,0,1000,1000
2024-11-17 08:07:40,1505,990,1000,0,1000,1000
2024-11-17 08:07:40,1505,990,1000,0,1000,1000
2024-11-17 08:07:40,1504,990,1000,0,1000,1000
2024-11-17 08:07:40,1504,990,1000,0,1000,1000
2024-11-17 08:07:40,1504,990,1000,0,1000,1000
2024-11-17 08:07:40,1504,990,1000,0,1000,1000
2024-11-17 08:07:40,1504,990,1000,0,1000,1000
2024-11-17 08:07:41,1504,990,1000,0,1000,1000
2024-11-17 08:07:41,1504,990,1000,0,1000,1000
2024-11-17 08:07:41,1504,990,1000,0,1000,1000
2024-11-17 08:07:41,1504,990,1000,0,1000,1000
2024-11-17 08:07:41,1504,990,1000,0,1000,1000
2024-11-17 08:07:41,1504,990,1000,0,1000,1000
2024-11-17 08:07:41,1504,990,1000,0,1000,1000
2024-11-17 08:07:41,1504,990,1000,0,1000,1000
2024-11-17 08:07:41,1504,990,1000,0,1000,1000
2024-11-17 08:07:41,1504,990,1000,0,1000,1000
2024-11-17 08:07:42,1504,990,1000,0,1000,1000
2024-11-17 08:07:42,1504,990,1000,0,1000,1000
2024-11-17 08:07:42,1504,990,2000,0,1000,1000
2024-11-17 08:07:42,1504,990,2000,0,1000,1000
2024-11-17 08:07:42,1504,990,2000,0,1000,1000
2024-11-17 08:07:42,1504,990,2000,0,1000,1000
2024-11-17 08:07:42,1504,990,2000,0,1000,1000
2024-11-17 08:07:42,1504,990,2000,0,1000,1000
2024-11-17 08:07:42,1504,990,2000,0,1000,1000
2024-11-17 08:07:42,1504,990,2000,0,1000,1000
2024-11-17 08:07:43,1504,990,2000,0,1000,1000
2024-11-17 08:07:43,1504,1059,2000,0,1000,1000
2024-11-17 08:07:43,1504,1059,2000,0,1000,1000
2024-11-17 08:07:43,1504,1059,2000,0,1000,1000
2024-11-17 08:07:43,1504,1059,2000,0,1000,1000
2024-11-17 08:07:43,1504,1059,2000,0,1000,1000
2024-11-17 08:07:43,1504,1161,2000,0,1000,1000
2024-11-17 08:07:43,1504,1161,2000,0,1000,1000
2024-11-17 08:07:43,1504,1161,2000,0,1000,1000
2024-11-17 08:07:43,1504,1161,2000,0,1000,1000
2024-11-17 08:07:44,1504,1161,2000,0,1000,1000
2024-11-17 08:07:44,1504,1354,2000,0,1000,1000
2024-11-17 08:07:44,1504,1354,2000,0,1000,1000
2024-11-17 08:07:44,1504,1354,2000,0,1000,1000
2024-11-17 08:07:44,1504,1354,2000,0,1000,1000
2024-11-17 08:07:44,1504,1354,2000,0,1000,1000
2024-11-17 08:07:44,1504,1425,2000,0,1000,1000
2024-11-17 08:07:44,1504,1425,2000,0,1000,1000
2024-11-17 08:07:44,1504,1425,2000,0,1000,1000
2024-11-17 08:07:44,1504,1425,2000,0,1000,1000
2024-11-17 08:07:45,1505,1425,2000,0,1000,1000
2024-11-17 08:07:45,1505,1469,2000,0,1000,1000
2024-11-17 08:07:45,1505,1469,2000,0,1000,1000
2024-11-17 08:07:45,1505,1469,2000,0,1000,1000
2024-11-17 08:07:45,1505,1469,2000,0,1000,1000
2024-11-17 08:07:45,1511,1469,2000,0,1000,1000
2024-11-17 08:07:45,1511,1467,2000,0,1000,1000
2024-11-17 08:07:45,1511,1467,2000,0,1000,1000
2024-11-17 08:07:45,1511,1467,2000,0,1000,1000
2024-11-17 08:07:45,1511,1467,2000,0,1000,1000
2024-11-17 08:07:46,1504,1467,2000,0,1000,1000
2024-11-17 08:07:46,1504,1467,2000,0,1000,1000
2024-11-17 08:07:46,1504,1467,2000,0,1000,1000
2024-11-17 08:07:46,1504,1467,2000,0,1000,1000
2024-11-17 08:07:46,1504,1467,2000,0,1000,1000
2024-11-17 08:07:46,1540,1467,2000,0,1000,1000
2024-11-17 08:07:46,1540,1466,2000,0,1000,1000
2024-11-17 08:07:46,1540,1466,2000,0,1000,1000
2024-11-17 08:07:46,1540,1466,2000,0,1000,1000
2024-11-17 08:07:46,1540,1466,2000,0,1000,1000
2024-11-17 08:07:47,1504,1466,2000,0,1000,1000
2024-11-17 08:07:47,1504,1466,2000,0,1000,1000
2024-11-17 08:07:47,1504,1466,2000,0,1000,1000
2024-11-17 08:07:47,1504,1466,2000,0,1000,1000
2024-11-17 08:07:47,1504,1466,2000,0,1000,1000
2024-11-17 08:07:47,1504,1466,2000,0,1000,1000
2024-11-17 08:07:47,1504,1464,2000,0,1000,1000
2024-11-17 08:07:47,1504,1464,2000,0,1000,1000
2024-11-17 08:07:47,1504,1464,2000,0,1000,1000
2024-11-17 08:07:47,1504,1464,2000,0,1000,1000
2024-11-17 08:07:48,1504,1464,2000,0,1000,1000
2024-11-17 08:07:48,1504,990,2000,0,1000,1000
2024-11-17 08:07:48,1504,990,2000,0,1000,1000
2024-11-17 08:07:48,1504,990,2000,0,1000,1000
2024-11-17 08:07:48,1504,990,2000,0,1000,1000
2024-11-17 08:07:48,1504,990,2000,0,1000,1000
2024-11-17 08:07:48,1504,990,2000,0,1000,1000
2024-11-17 08:07:48,1504,990,2000,0,1000,1000
2024-11-17 08:07:48,1504,990,2000,0,1000,1000
2024-11-17 08:07:48,1504,990,2000,0,1000,1000
2024-11-17 08:07:49,1504,990,2000,0,1000,1000
2024-11-17 08:07:49,1504,990,2000,0,1000,1000
2024-11-17 08:07:49,1504,990,2000,0,1000,1000
2024-11-17 08:07:49,1504,990,2000,0,1000,1000
2024-11-17 08:07:49,1504,990,2000,0,1000,1000
2024-11-17 08:07:49,1504,990,2000,0,1000,1000
2024-11-17 08:07:49,1504,990,2000,0,1000,1000
2024-11-17 08:07:49,1504,990,2000,0,1000,1000
2024-11-17 08:07:49,1504,990,2000,0,1000,1000
2024-11-17 08:07:49,1504,990,2000,0,1000,1000
2024-11-17 08:07:50,1504,990,2000,0,1000,1000
2024-11-17 08:07:50,1504,990,2000,0,1000,1000
2024-11-17 08:07:50,1504,990,2000,0,1000,1000
2024-11-17 08:07:50,1504,990,2000,0,1000,1000
2024-11-17 08:07:50,1504,990,2000,0,1000,1000
2024-11-17 08:07:50,1504,990,2000,0,1000,1000
2024-11-17 08:07:50,1504,990,2000,0,1000,1000
2024-11-17 08:07:50,1504,990,2000,0,1000,1000
2024-11-17 08:07:50,1504,990,2000,0,1000,1000
2024-11-17 08:07:50,1504,990,2000,0,1000,1000
2024-11-17 08:07:51,1504,990,2000,0,1000,1000
2024-11-17 08:07:51,1504,990,2000,0,1000,1000
2024-11-17 08:07:51,1504,990,2000,0,1000,1000
2024-11-17 08:07:51,1504,990,2000,0,2000,1000
2024-11-17 08:07:51,1504,990,2000,0,2000,1000
2024-11-17 08:07:51,1505,990,2000,0,2000,1000
2024-11-17 08:07:51,1505,990,2000,0,2000,1000
2024-11-17 08:07:51,1505,990,2000,0,2000,1000
2024-11-17 08:07:51,1505,990,2000,0,2000,1000
2024-11-17 08:07:51,1505,990,2000,0,2000,1000
2024-11-17 08:07:52,1505,990,2000,0,2000,1000
2024-11-17 08:07:52,1505,990,2000,0,2000,1000
2024-11-17 08:07:52,1505,990,2000,0,2000,1000
2024-11-17 08:07:52,1505,990,2000,0,2000,1000
2024-11-17 08:07:52,1505,990,2000,0,2000,1000
2024-11-17 08:07:52,1505,990,2000,0,2000,1000
2024-11-17 08:07:52,1505,1097,2000,0,2000,1000
2024-11-17 08:07:52,1505,1097,2000,0,2000,1000
2024-11-17 08:07:52,1505,1097,2000,0,2000,1000
2024-11-17 08:07:52,1505,1097,2000,0,2000,1000
2024-11-17 08:07:53,1504,1097,2000,0,2000,1000
2024-11-17 08:07:53,1504,1217,2000,0,2000,1000
2024-11-17 08:07:53,1504,1217,2000,0,2000,1000
2024-11-17 08:07:53,1504,1217,2000,0,2000,1000
2024-11-17 08:07:53,1504,1217,2000,0,2000,1000
2024-11-17 08:07:53,1505,1217,2000,0,2000,1000
2024-11-17 08:07:53,1505,1230,2000,0,2000,1000
2024-11-17 08:07:53,1505,1230,2000,0,2000,1000
2024-11-17 08:07:53,1505,1230,2000,0,2000,1000
2024-11-17 08:07:53,1505,1230,2000,0,2000,1000
2024-11-17 08:07:54,1505,1230,2000,0,2000,1000
2024-11-17 08:07:54,1505,1243,2000,0,2000,1000
2024-11-17 08:07:54,1505,1243,2000,0,2000,1000
2024-11-17 08:07:54,1505,1243,2000,0,2000,1000
2024-11-17 08:07:54,1505,1243,2000,0,2000,1000
2024-11-17 08:07:54,1504,1243,2000,0,2000,1000
2024-11-17 08:07:54,1504,1291,2000,0,2000,1000
2024-11-17 08:07:54,1504,1291,2000,0,2000,1000
2024-11-17 08:07:54,1504,1291,2000,0,2000,1000
2024-11-17 08:07:54,1504,1291,2000,0,2000,1000
2024-11-17 08:07:55,1505,1291,2000,0,2000,1000
2024-11-17 08:07:55,1505,1305,2000,0,2000,1000
2024-11-17 08:07:55,1505,1305,2000,0,2000,1000
2024-11-17 08:07:55,1505,1305,2000,0,2000,1000
2024-11-17 08:07:55,1505,1305,2000,0,2000,1000
2024-11-17 08:07:55,1505,1305,2000,0,2000,1000
2024-11-17 08:07:55,1505,1305,2000,0,2000,1000
2024-11-17 08:07:55,1505,1305,2000,0,2000,1000
2024-11-17 08:07:55,1505,1305,2000,0,2000,1000
2024-11-17 08:07:55,1505,1305,2000,0,2000,1000
2024-11-17 08:07:56,1505,1305,2000,0,2000,1000
2024-11-17 08:07:56,1505,1305,2000,0,2000,1000
2024-11-17 08:07:56,1505,1305,2000,0,2000,1000
2024-11-17 08:07:56,1505,1305,2000,0,2000,1000
2024-11-17 08:07:56,1505,1305,2000,0,2000,1000
2024-11-17 08:07:56,1505,1305,2000,0,2000,1000
2024-11-17 08:07:56,1505,1272,2000,0,2000,1000
2024-11-17 08:07:56,1505,1272,2000,0,2000,1000
2024-11-17 08:07:56,1505,1272,2000,0,2000,1000
2024-11-17 08:07:56,1505,1272,2000,0,2000,1000
2024-11-17 08:07:57,1504,1272,2000,0,2000,1000
2024-11-17 08:07:57,1504,1263,2000,0,2000,1000
2024-11-17 08:07:57,1504,1263,2000,0,2000,1000
2024-11-17 08:07:57,1504,1263,2000,0,2000,1000
2024-11-17 08:07:57,1504,1263,2000,0,2000,1000
2024-11-17 08:07:57,1504,1263,2000,0,2000,1000
2024-11-17 08:07:57,1504,1261,2000,0,2000,1000
2024-11-17 08:07:57,1504,1261,2000,0,2000,1000
2024-11-17 08:07:57,1504,1261,2000,0,2000,1000
2024-11-17 08:07:57,1504,1261,2000,0,2000,1000
2024-11-17 08:07:58,1505,1261,2000,0,2000,1000
2024-11-17 08:07:58,1505,1261,2000,0,2000,1000
2024-11-17 08:07:58,1505,1261,2000,0,2000,1000
2024-11-17 08:07:58,1505,1261,2000,0,2000,1000
2024-11-17 08:07:58,1505,1261,2000,0,2000,1000
2024-11-17 08:07:58,1504,1261,2000,0,2000,1000
2024-11-17 08:07:58,1504,1261,2000,0,2000,1000
2024-11-17 08:07:58,1504,1261,2000,0,2000,1000
2024-11-17 08:07:58,1504,1261,2000,0,2000,1000
2024-11-17 08:07:58,1504,1261,2000,0,2000,1000
2024-11-17 08:07:59,1505,1261,2000,0,2000,1000
2024-11-17 08:07:59,1505,1261,2000,0,2000,1000
2024-11-17 08:07:59,1505,1261,2000,0,2000,1000
2024-11-17 08:07:59,1505,1261,2000,0,2000,1000
2024-11-17 08:07:59,1505,1261,2000,0,2000,1000
2024-11-17 08:07:59,1507,1261,2000,0,2000,1000
2024-11-17 08:07:59,1507,1261,2000,0,2000,1000
2024-11-17 08:07:59,1507,1261,2000,0,2000,1000
2024-11-17 08:07:59,1507,1261,2000,0,2000,1000
2024-11-17 08:07:59,1507,1261,2000,0,2000,1000
2024-11-17 08:08:00,1507,1261,2000,0,2000,1000
2024-11-17 08:08:00,1507,1261,2000,0,2000,1000
2024-11-17 08:08:00,1507,1261,2000,0,2000,1000
2024-11-17 08:08:00,1507,1261,2000,0,2000,1000
2024-11-17 08:08:00,1507,1261,2000,0,2000,1000
2024-11-17 08:08:00,1506,1261,2000,0,2000,1000
2024-11-17 08:08:00,1506,1261,2000,0,2000,1000
2024-11-17 08:08:00,1506,1261,2000,0,2000,1000
2024-11-17 08:08:00,1506,1261,2000,0,2000,1000
2024-11-17 08:08:00,1506,1261,2000,0,2000,1000
2024-11-17 08:08:01,1507,1261,2000,0,2000,1000
2024-11-17 08:08:01,1507,1261,2000,0,2000,1000
2024-11-17 08:08:01,1507,1261,2000,0,2000,1000
2024-11-17 08:08:01,1507,1261,2000,0,2000,1000
2024-11-17 08:08:01,1507,1261,2000,0,2000,1000
2024-11-17 08:08:01,1507,1261,2000,0,2000,1000
2024-11-17 08:08:01,1507,1261,2000,0,2000,1000
2024-11-17 08:08:01,1507,1261,2000,0,2000,1000
2024-11-17 08:08:01,1507,1261,2000,0,2000,1000
2024-11-17 08:08:01,1507,1261,2000,0,2000,1000
2024-11-17 08:08:02,1507,1261,2000,0,2000,1000
2024-11-17 08:08:02,1507,1261,2000,0,2000,1000
2024-11-17 08:08:02,1507,1261,2000,0,2000,1000
2024-11-17 08:08:02,1507,1261,2000,0,2000,1000
2024-11-17 08:08:02,1507,1261,2000,0,2000,1000
2024-11-17 08:08:02,1506,1261,2000,0,2000,1000
2024-11-17 08:08:02,1506,1261,2000,0,2000,1000
2024-11-17 08:08:02,1506,1261,2000,0,2000,1000
2024-11-17 08:08:02,1506,1261,2000,0,2000,1000
2024-11-17 08:08:02,1506,1261,2000,0,2000,1000
2024-11-17 08:08:03,1506,1261,2000,0,2000,1000
2024-11-17 08:08:03,1506,1261,2000,0,2000,1000
2024-11-17 08:08:03,1506,1261,2000,0,2000,1000
2024-11-17 08:08:03,1506,1261,2000,0,2000,1000
2024-11-17 08:08:03,1506,1261,2000,0,2000,1000
2024-11-17 08:08:03,1507,1261,2000,0,2000,1000
2024-11-17 08:08:03,1507,1261,2000,0,2000,1000
2024-11-17 08:08:03,1507,1261,2000,0,2000,1000
2024-11-17 08:08:03,1507,1261,2000,0,2000,1000
2024-11-17 08:08:03,1507,1261,2000,0,2000,1000
2024-11-17 08:08:04,1506,1261,2000,0,2000,1000
2024-11-17 08:08:04,1506,1262,2000,0,2000,1000
2024-11-17 08:08:04,1506,1262,2000,0,2000,1000
2024-11-17 08:08:04,1506,1262,2000,0,2000,1000
2024-11-17 08:08:04,1506,1262,2000,0,2000,1000
2024-11-17 08:08:04,1507,1262,2000,0,2000,1000
2024-11-17 08:08:04,1507,1261,2000,0,2000,1000
2024-11-17 08:08:04,1507,1261,2000,0,2000,1000
2024-11-17 08:08:04,1507,1261,2000,0,2000,1000
2024-11-17 08:08:04,1507,1261,2000,0,2000,1000
2024-11-17 08:08:05,1506,1261,2000,0,2000,1000
2024-11-17 08:08:05,1506,1261,2000,0,2000,1000
2024-11-17 08:08:05,1506,1261,2000,0,2000,1000
2024-11-17 08:08:05,1506,1261,2000,0,2000,1000
2024-11-17 08:08:05,1506,1261,2000,0,2000,1000
2024-11-17 08:08:05,1507,1261,2000,0,2000,1000
2024-11-17 08:08:05,1507,1261,2000,0,2000,1000
2024-11-17 08:08:05,1507,1261,2000,0,2000,1000
2024-11-17 08:08:05,1507,1261,2000,0,2000,1000
2024-11-17 08:08:05,1507,1261,2000,0,2000,1000
2024-11-17 08:08:06,1506,1261,2000,0,2000,1000
2024-11-17 08:08:06,1506,1261,2000,0,2000,1000
2024-11-17 08:08:06,1506,1261,2000,0,2000,1000
2024-11-17 08:08:06,1506,1261,2000,0,2000,1000
2024-11-17 08:08:06,1506,1261,2000,0,2000,1000
2024-11-17 08:08:06,1506,1261,2000,0,2000,1000
2024-11-17 08:08:06,1506,1261,2000,0,2000,1000
2024-11-17 08:08:06,1506,1261,2000,0,2000,1000
2024-11-17 08:08:06,1506,1261,2000,0,2000,1000
2024-11-17 08:08:06,1506,1261,2000,0,2000,1000
2024-11-17 08:08:07,1507,1261,2000,0,2000,1000
2024-11-17 08:08:07,1507,1261,2000,0,2000,1000
2024-11-17 08:08:07,1507,1261,2000,0,2000,1000
2024-11-17 08:08:07,1507,1261,2000,0,2000,1000
2024-11-17 08:08:07,1507,1261,2000,0,2000,1000
2024-11-17 08:08:07,1507,1261,2000,0,2000,1000
2024-11-17 08:08:07,1507,1261,2000,0,2000,1000
2024-11-17 08:08:07,1507,1261,2000,0,2000,1000
2024-11-17 08:08:07,1507,1261,2000,0,2000,1000
2024-11-17 08:08:07,1507,1261,2000,0,2000,1000
2024-11-17 08:08:08,1507,1261,2000,0,2000,1000
2024-11-17 08:08:08,1507,990,2000,0,2000,1000
2024-11-17 08:08:08,1507,990,2000,0,2000,1000
2024-11-17 08:08:08,1507,990,2000,0,2000,1000
2024-11-17 08:08:08,1507,990,2000,0,2000,1000
2024-11-17 08:08:08,1507,990,2000,0,2000,1000
2024-11-17 08:08:08,1507,990,2000,0,2000,1000
2024-11-17 08:08:08,1507,990,2000,0,2000,1000
2024-11-17 08:08:08,1507,990,2000,0,2000,1000
2024-11-17 08:08:08,1507,990,2000,0,2000,1000
2024-11-17 08:08:09,1507,990,2000,0,2000,1000
2024-11-17 08:08:09,1507,990,2000,0,2000,1000
2024-11-17 08:08:09,1507,990,2000,0,2000,1000
2024-11-17 08:08:09,1507,990,2000,0,1000,1000
2024-11-17 08:08:09,1507,990,2000,0,1000,1000
2024-11-17 08:08:09,1507,990,2000,0,1000,1000
2024-11-17 08:08:09,1507,1036,2000,0,1000,1000
2024-11-17 08:08:09,1507,1036,2000,0,1000,1000
2024-11-17 08:08:09,1507,1036,2000,0,1000,1000
2024-11-17 08:08:09,1507,1036,2000,0,1000,1000
2024-11-17 08:08:10,1506,1036,2000,0,1000,1000
2024-11-17 08:08:10,1506,1323,2000,0,1000,1000
2024-11-17 08:08:10,1506,1323,2000,0,1000,1000
2024-11-17 08:08:10,1506,1323,2000,0,1000,1000
2024-11-17 08:08:10,1506,1323,2000,0,1000,1000
2024-11-17 08:08:10,1507,1323,2000,0,1000,1000
2024-11-17 08:08:10,1507,1476,2000,0,1000,1000
2024-11-17 08:08:10,1507,1476,2000,0,1000,1000
2024-11-17 08:08:10,1507,1476,2000,0,1000,1000
2024-11-17 08:08:10,1507,1476,2000,0,1000,1000
2024-11-17 08:08:11,1507,1476,2000,0,1000,1000
2024-11-17 08:08:11,1507,1534,2000,0,1000,1000
2024-11-17 08:08:11,1507,1534,2000,0,1000,1000
2024-11-17 08:08:11,1507,1534,2000,0,1000,1000
2024-11-17 08:08:11,1507,1534,2000,0,1000,1000
2024-11-17 08:08:11,1507,1534,2000,0,1000,1000
2024-11-17 08:08:11,1507,1537,2000,0,1000,1000
2024-11-17 08:08:11,1507,1537,2000,0,1000,1000
2024-11-17 08:08:11,1507,1537,2000,0,1000,1000
2024-11-17 08:08:11,1507,1537,2000,0,1000,1000
2024-11-17 08:08:12,1504,1537,2000,0,1000,1000
2024-11-17 08:08:12,1504,1545,2000,0,1000,1000
2024-11-17 08:08:12,1504,1545,2000,0,1000,1000
2024-11-17 08:08:12,1504,1545,2000,0,1000,1000
2024-11-17 08:08:12,1504,1545,2000,0,1000,1000
2024-11-17 08:08:12,1508,1545,2000,0,1000,1000
2024-11-17 08:08:12,1508,1676,2000,0,1000,1000
2024-11-17 08:08:12,1508,1676,2000,0,1000,1000
2024-11-17 08:08:12,1508,1676,2000,0,1000,1000
2024-11-17 08:08:12,1508,1676,2000,0,1000,1000
2024-11-17 08:08:13,1507,1676,2000,0,1000,1000
2024-11-17 08:08:13,1507,1740,2000,0,1000,1000
2024-11-17 08:08:13,1507,1740,2000,0,1000,1000
2024-11-17 08:08:13,1507,1740,2000,0,1000,1000
2024-11-17 08:08:13,1507,1740,2000,0,1000,1000
2024-11-17 08:08:13,1505,1740,2000,0,1000,1000
2024-11-17 08:08:13,1505,1739,2000,0,1000,1000
2024-11-17 08:08:13,1505,1739,2000,0,1000,1000
2024-11-17 08:08:13,1505,1739,2000,0,1000,1000
2024-11-17 08:08:13,1505,1739,2000,0,1000,1000
2024-11-17 08:08:14,1507,1739,2000,0,1000,1000
2024-11-17 08:08:14,1507,1738,2000,0,1000,1000
2024-11-17 08:08:14,1507,1738,2000,0,1000,1000
2024-11-17 08:08:14,1507,1738,2000,0,1000,1000
2024-11-17 08:08:14,1507,1738,2000,0,1000,1000
2024-11-17 08:08:14,1507,1738,2000,0,1000,1000
2024-11-17 08:08:14,1507,1738,2000,0,1000,1000
2024-11-17 08:08:14,1507,1738,2000,0,1000,1000
2024-11-17 08:08:14,1507,1738,2000,0,1000,1000
2024-11-17 08:08:14,1507,1738,2000,0,1000,1000
2024-11-17 08:08:15,1515,1738,2000,0,1000,1000
2024-11-17 08:08:15,1515,1736,2000,0,1000,1000
2024-11-17 08:08:15,1515,1736,2000,0,1000,1000
2024-11-17 08:08:15,1515,1736,2000,0,1000,1000
2024-11-17 08:08:15,1515,1736,2000,0,1000,1000
2024-11-17 08:08:15,1506,1736,2000,0,1000,1000
2024-11-17 08:08:15,1506,1602,2000,0,1000,1000
2024-11-17 08:08:15,1506,1602,2000,0,1000,1000
2024-11-17 08:08:15,1506,1602,2000,0,1000,1000
2024-11-17 08:08:15,1506,1602,2000,0,1000,1000
2024-11-17 08:08:16,1507,1602,2000,0,1000,1000
2024-11-17 08:08:16,1507,990,2000,0,1000,1000
2024-11-17 08:08:16,1507,990,2000,0,1000,1000
2024-11-17 08:08:16,1507,990,2000,0,1000,1000
2024-11-17 08:08:16,1507,990,2000,0,1000,1000
2024-11-17 08:08:16,1507,990,2000,0,1000,1000
